#Utama, Raditya, and Jorge Piekarewicz. "Refining mass formulas for astrophysical applications: A Bayesian neural network approach." Physical Review C 96.4 (2017): 044308.
#DZ10
#   BNN-Refined Duflo-Zuker Model (6931 nuclei)                     
#   -------------------------------------------                     
#    Z    N         B(MeV)              S1p(MeV)            S2p(MeV)
   89  147   1783.883 0.499D+00     7.482 0.898D-01    16.800 0.212D+00
   90  147   1792.345 0.582D+00     8.464 0.581D-01    15.945 0.146D+00
   91  147   1798.909 0.630D+00     6.567 0.394D-01    15.030 0.922D-01
   92  147   1806.408 0.641D+00     7.502 0.417D-01    14.068 0.749D-01
   56  148   1245.549 0.128D+02     0.000 0.000D+00     0.000 0.000D+00
   57  148   1271.015 0.121D+02    25.468 0.202D+00     0.000 0.000D+00
   58  148   1297.759 0.114D+02    26.744 0.211D+00    52.212 0.411D+00
   59  148   1321.575 0.108D+02    23.817 0.172D+00    50.561 0.377D+00
   60  148   1346.765 0.108D+02    25.190 0.146D+00    49.007 0.292D+00
   61  148   1369.184 0.112D+02    22.421 0.182D+00    47.611 0.312D+00
   62  148   1393.021 0.117D+02    23.836 0.191D+00    46.257 0.370D+00
   63  148   1414.069 0.122D+02    21.047 0.164D+00    44.883 0.352D+00
   64  148   1436.441 0.125D+02    22.369 0.133D+00    43.416 0.291D+00
   65  148   1456.010 0.126D+02    19.566 0.121D+00    41.936 0.243D+00
   66  148   1476.870 0.124D+02    20.856 0.138D+00    40.422 0.248D+00
   67  148   1495.003 0.120D+02    18.130 0.173D+00    38.986 0.304D+00
   68  148   1514.513 0.114D+02    19.506 0.206D+00    37.636 0.374D+00
   69  148   1531.391 0.107D+02    16.875 0.225D+00    36.381 0.428D+00
   70  148   1549.722 0.101D+02    18.327 0.225D+00    35.201 0.448D+00
   71  148   1565.530 0.949D+01    15.804 0.207D+00    34.131 0.430D+00
   72  148   1582.877 0.899D+01    17.344 0.181D+00    33.148 0.385D+00
   73  148   1597.700 0.856D+01    14.821 0.163D+00    32.165 0.339D+00
   74  148   1614.141 0.821D+01    16.441 0.172D+00    31.262 0.329D+00
   75  148   1628.777 0.794D+01    14.637 0.200D+00    31.077 0.368D+00
   76  148   1645.104 0.780D+01    16.330 0.218D+00    30.966 0.415D+00
   77  148   1659.042 0.773D+01    13.942 0.215D+00    30.272 0.429D+00
   78  148   1674.529 0.760D+01    15.490 0.178D+00    29.432 0.386D+00
   79  148   1687.506 0.722D+01    12.981 0.143D+00    28.471 0.303D+00
   80  148   1701.772 0.660D+01    14.269 0.164D+00    27.250 0.293D+00
   81  148   1713.271 0.586D+01    11.501 0.188D+00    25.770 0.348D+00
   82  148   1723.718 0.508D+01    10.450 0.191D+00    21.951 0.377D+00
   83  148   1733.394 0.429D+01     9.679 0.187D+00    20.130 0.377D+00
   84  148   1744.390 0.350D+01    11.000 0.184D+00    20.679 0.370D+00
   85  148   1752.936 0.272D+01     8.551 0.183D+00    19.551 0.367D+00
   86  148   1763.371 0.197D+01    10.439 0.179D+00    18.990 0.362D+00
   87  148   1771.749 0.130D+01     8.381 0.168D+00    18.820 0.347D+00
   88  148   1781.567 0.787D+00     9.821 0.147D+00    18.202 0.314D+00
   89  148   1789.059 0.552D+00     7.494 0.117D+00    17.315 0.263D+00
   90  148   1797.984 0.591D+00     8.928 0.836D-01    16.422 0.200D+00
   91  148   1804.569 0.680D+00     6.589 0.547D-01    15.517 0.136D+00
   92  148   1812.527 0.727D+00     7.960 0.423D-01    14.549 0.906D-01
   58  149   1294.488 0.114D+02     0.000 0.000D+00     0.000 0.000D+00
   59  149   1319.077 0.109D+02    24.588 0.183D+00     0.000 0.000D+00
   60  149   1344.113 0.107D+02    25.037 0.148D+00    49.625 0.307D+00
   61  149   1367.267 0.110D+02    23.155 0.181D+00    48.192 0.309D+00
   62  149   1390.950 0.116D+02    23.684 0.197D+00    46.839 0.374D+00
   63  149   1412.719 0.120D+02    21.769 0.174D+00    45.452 0.369D+00
   64  149   1434.963 0.124D+02    22.241 0.141D+00    44.010 0.310D+00
   65  149   1455.208 0.126D+02    20.243 0.121D+00    42.484 0.254D+00
   66  149   1475.942 0.125D+02    20.731 0.129D+00    40.974 0.238D+00
   67  149   1494.704 0.121D+02    18.758 0.160D+00    39.489 0.280D+00
   68  149   1514.055 0.116D+02    19.348 0.195D+00    38.107 0.350D+00
   69  149   1531.510 0.109D+02    17.451 0.221D+00    36.799 0.413D+00
   70  149   1549.655 0.103D+02    18.141 0.228D+00    35.592 0.447D+00
   71  149   1565.996 0.967D+01    16.337 0.216D+00    34.478 0.442D+00
   72  149   1583.155 0.915D+01    17.156 0.190D+00    33.493 0.404D+00
   73  149   1598.465 0.871D+01    15.308 0.167D+00    32.464 0.353D+00
   74  149   1614.678 0.834D+01    16.211 0.165D+00    31.519 0.325D+00
   75  149   1629.722 0.805D+01    15.045 0.189D+00    31.256 0.349D+00
   76  149   1645.813 0.787D+01    16.093 0.215D+00    31.137 0.400D+00
   77  149   1660.167 0.781D+01    14.357 0.224D+00    30.449 0.435D+00
   78  149   1675.517 0.776D+01    15.354 0.201D+00    29.711 0.421D+00
   79  149   1689.022 0.752D+01    13.508 0.151D+00    28.862 0.340D+00
   80  149   1703.274 0.701D+01    14.255 0.150D+00    27.763 0.280D+00
   81  149   1715.361 0.633D+01    12.090 0.178D+00    26.345 0.321D+00
   82  149   1726.012 0.558D+01    10.653 0.189D+00    22.743 0.366D+00
   83  149   1736.310 0.482D+01    10.302 0.186D+00    20.955 0.374D+00
   84  149   1747.357 0.405D+01    11.050 0.182D+00    21.352 0.366D+00
   85  149   1756.473 0.328D+01     9.120 0.182D+00    20.170 0.362D+00
   86  149   1766.455 0.251D+01     9.986 0.182D+00    19.106 0.363D+00
   87  149   1775.358 0.178D+01     8.907 0.178D+00    18.893 0.360D+00
   88  149   1785.181 0.115D+01     9.826 0.165D+00    18.733 0.343D+00
   89  149   1793.144 0.730D+00     7.966 0.142D+00    17.792 0.307D+00
   90  149   1802.067 0.618D+00     8.926 0.111D+00    16.892 0.253D+00
   91  149   1809.116 0.706D+00     7.053 0.786D-01    15.978 0.188D+00
   92  149   1817.093 0.798D+00     7.981 0.537D-01    15.033 0.128D+00
   58  150   1292.268 0.116D+02     0.000 0.000D+00     0.000 0.000D+00
   59  150   1316.719 0.109D+02    24.450 0.194D+00     0.000 0.000D+00
   60  150   1342.512 0.107D+02    25.794 0.151D+00    50.244 0.323D+00
   61  150   1365.530 0.109D+02    23.020 0.180D+00    48.814 0.308D+00
   62  150   1389.950 0.114D+02    24.420 0.202D+00    47.440 0.377D+00
   63  150   1411.601 0.119D+02    21.650 0.184D+00    46.071 0.384D+00
   64  150   1434.558 0.123D+02    22.955 0.151D+00    44.605 0.332D+00
   65  150   1454.703 0.125D+02    20.143 0.125D+00    43.098 0.270D+00
   66  150   1476.106 0.125D+02    21.401 0.122D+00    41.543 0.236D+00
   67  150   1494.753 0.122D+02    18.643 0.147D+00    40.044 0.259D+00
   68  150   1514.722 0.118D+02    19.966 0.183D+00    38.609 0.324D+00
   69  150   1532.028 0.111D+02    17.303 0.214D+00    37.268 0.393D+00
   70  150   1550.740 0.105D+02    18.709 0.229D+00    36.011 0.440D+00
   71  150   1566.919 0.985D+01    16.175 0.223D+00    34.884 0.449D+00
   72  150   1584.595 0.931D+01    17.673 0.201D+00    33.848 0.421D+00
   73  150   1599.731 0.885D+01    15.132 0.174D+00    32.805 0.372D+00
   74  150   1616.421 0.846D+01    16.689 0.162D+00    31.821 0.330D+00
   75  150   1631.239 0.815D+01    14.817 0.177D+00    31.506 0.333D+00
   76  150   1647.728 0.794D+01    16.490 0.207D+00    31.307 0.380D+00
   77  150   1661.877 0.786D+01    14.152 0.227D+00    30.642 0.429D+00
   78  150   1677.679 0.786D+01    15.806 0.222D+00    29.958 0.444D+00
   79  150   1691.097 0.774D+01    13.421 0.173D+00    29.227 0.387D+00
   80  150   1705.921 0.737D+01    14.828 0.141D+00    28.249 0.292D+00
   81  150   1718.031 0.676D+01    12.112 0.166D+00    26.939 0.293D+00
   82  150   1729.508 0.605D+01    11.480 0.186D+00    23.592 0.348D+00
   83  150   1739.908 0.531D+01    10.403 0.186D+00    21.882 0.370D+00
   84  150   1751.564 0.457D+01    11.659 0.180D+00    22.062 0.364D+00
   85  150   1760.738 0.382D+01     9.177 0.178D+00    20.836 0.357D+00
   86  150   1771.278 0.306D+01    10.544 0.181D+00    19.721 0.358D+00
   87  150   1779.698 0.230D+01     8.424 0.182D+00    18.968 0.362D+00
   88  150   1790.038 0.161D+01    10.344 0.177D+00    18.768 0.359D+00
   89  150   1798.023 0.104D+01     7.987 0.162D+00    18.332 0.339D+00
   90  150   1807.419 0.733D+00     9.400 0.137D+00    17.387 0.299D+00
   91  150   1814.484 0.728D+00     7.069 0.106D+00    16.468 0.242D+00
   92  150   1822.924 0.843D+00     8.444 0.751D-01    15.513 0.179D+00
   58  151   1288.729 0.117D+02     0.000 0.000D+00     0.000 0.000D+00
   59  151   1313.942 0.110D+02    25.212 0.204D+00     0.000 0.000D+00
   60  151   1339.573 0.107D+02    25.631 0.155D+00    50.843 0.340D+00
   61  151   1363.326 0.108D+02    23.755 0.177D+00    49.386 0.307D+00
   62  151   1387.592 0.112D+02    24.267 0.207D+00    48.021 0.378D+00
   63  151   1409.954 0.117D+02    22.362 0.193D+00    46.629 0.398D+00
   64  151   1432.775 0.121D+02    22.820 0.162D+00    45.182 0.353D+00
   65  151   1453.612 0.124D+02    20.836 0.133D+00    43.656 0.290D+00
   66  151   1474.890 0.125D+02    21.275 0.120D+00    42.111 0.243D+00
   67  151   1494.167 0.123D+02    19.274 0.135D+00    40.549 0.244D+00
   68  151   1513.989 0.119D+02    19.819 0.170D+00    39.093 0.298D+00
   69  151   1531.892 0.113D+02    17.900 0.205D+00    37.719 0.371D+00
   70  151   1550.427 0.107D+02    18.532 0.226D+00    36.431 0.428D+00
   71  151   1567.137 0.100D+02    16.706 0.228D+00    35.238 0.452D+00
   72  151   1584.636 0.947D+01    17.495 0.211D+00    34.201 0.437D+00
   73  151   1600.262 0.899D+01    15.623 0.184D+00    33.118 0.392D+00
   74  151   1616.749 0.859D+01    16.485 0.163D+00    32.107 0.342D+00
   75  151   1631.986 0.826D+01    15.236 0.168D+00    31.721 0.325D+00
   76  151   1648.233 0.802D+01    16.247 0.196D+00    31.484 0.359D+00
   77  151   1662.775 0.790D+01    14.544 0.223D+00    30.791 0.415D+00
   78  151   1678.362 0.791D+01    15.590 0.235D+00    30.134 0.453D+00
   79  151   1692.257 0.789D+01    13.898 0.200D+00    29.489 0.430D+00
   80  151   1707.014 0.765D+01    14.761 0.145D+00    28.659 0.330D+00
   81  151   1719.702 0.715D+01    12.690 0.151D+00    27.451 0.276D+00
   82  151   1731.506 0.649D+01    11.807 0.179D+00    24.497 0.324D+00
   83  151   1742.535 0.578D+01    11.031 0.185D+00    22.838 0.362D+00
   84  151   1754.269 0.506D+01    11.736 0.179D+00    22.767 0.363D+00
   85  151   1764.018 0.434D+01     9.753 0.174D+00    21.489 0.352D+00
   86  151   1774.594 0.360D+01    10.580 0.176D+00    20.332 0.350D+00
   87  151   1783.271 0.285D+01     8.681 0.181D+00    19.261 0.356D+00
   88  151   1793.350 0.211D+01    10.083 0.182D+00    18.764 0.363D+00
   89  151   1801.825 0.146D+01     8.479 0.176D+00    18.562 0.358D+00
   90  151   1811.223 0.978D+00     9.401 0.159D+00    17.880 0.335D+00
   91  151   1818.757 0.797D+00     7.538 0.133D+00    16.939 0.291D+00
   92  151   1827.203 0.871D+00     8.450 0.102D+00    15.988 0.233D+00
   58  152   1286.231 0.119D+02     0.000 0.000D+00     0.000 0.000D+00
   59  152   1311.286 0.111D+02    25.054 0.215D+00     0.000 0.000D+00
   60  152   1337.675 0.107D+02    26.389 0.161D+00    51.443 0.359D+00
   61  152   1361.282 0.107D+02    23.609 0.175D+00    49.998 0.308D+00
   62  152   1386.284 0.111D+02    25.003 0.210D+00    48.612 0.378D+00
   63  152   1408.516 0.115D+02    22.233 0.203D+00    47.236 0.411D+00
   64  152   1432.063 0.120D+02    23.546 0.174D+00    45.779 0.374D+00
   65  152   1452.775 0.123D+02    20.711 0.143D+00    44.256 0.312D+00
   66  152   1474.741 0.124D+02    21.963 0.122D+00    42.674 0.256D+00
   67  152   1493.903 0.124D+02    19.160 0.126D+00    41.123 0.236D+00
   68  152   1514.355 0.120D+02    20.449 0.157D+00    39.609 0.274D+00
   69  152   1532.111 0.115D+02    17.752 0.194D+00    38.202 0.345D+00
   70  152   1551.233 0.109D+02    19.119 0.222D+00    36.872 0.412D+00
   71  152   1567.779 0.102D+02    16.542 0.231D+00    35.661 0.450D+00
   72  152   1585.814 0.964D+01    18.031 0.219D+00    34.573 0.448D+00
   73  152   1601.266 0.913D+01    15.449 0.194D+00    33.480 0.412D+00
   74  152   1618.246 0.871D+01    16.977 0.169D+00    32.426 0.359D+00
   75  152   1633.271 0.837D+01    15.023 0.163D+00    32.000 0.325D+00
   76  152   1649.940 0.810D+01    16.669 0.184D+00    31.691 0.341D+00
   77  152   1664.249 0.794D+01    14.310 0.214D+00    30.979 0.394D+00
   78  152   1680.250 0.793D+01    16.004 0.239D+00    30.314 0.448D+00
   79  152   1693.978 0.798D+01    13.732 0.226D+00    29.736 0.461D+00
   80  152   1709.244 0.787D+01    15.269 0.166D+00    29.001 0.383D+00
   81  152   1721.929 0.748D+01    12.688 0.140D+00    27.957 0.282D+00
   82  152   1734.696 0.689D+01    12.769 0.168D+00    25.457 0.296D+00
   83  152   1745.818 0.621D+01    11.124 0.184D+00    23.893 0.349D+00
   84  152   1758.178 0.552D+01    12.362 0.180D+00    23.486 0.362D+00
   85  152   1767.991 0.483D+01     9.816 0.172D+00    22.178 0.351D+00
   86  152   1779.130 0.412D+01    11.142 0.171D+00    20.959 0.342D+00
   87  152   1787.852 0.339D+01     8.726 0.176D+00    19.868 0.346D+00
   88  152   1797.979 0.265D+01    10.130 0.182D+00    18.856 0.357D+00
   89  152   1806.385 0.194D+01     8.410 0.183D+00    18.540 0.365D+00
   90  152   1816.271 0.134D+01     9.889 0.175D+00    18.300 0.358D+00
   91  152   1823.810 0.972D+00     7.542 0.156D+00    17.432 0.331D+00
   92  152   1832.733 0.914D+00     8.928 0.129D+00    16.471 0.284D+00
   59  153   1308.242 0.112D+02     0.000 0.000D+00     0.000 0.000D+00
   60  153   1334.458 0.107D+02    26.216 0.168D+00     0.000 0.000D+00
   61  153   1358.790 0.107D+02    24.333 0.173D+00    50.550 0.310D+00
   62  153   1383.626 0.110D+02    24.838 0.212D+00    49.171 0.376D+00
   63  153   1406.569 0.114D+02    22.943 0.211D+00    47.782 0.421D+00
   64  153   1429.971 0.118D+02    23.401 0.185D+00    46.345 0.395D+00
   65  153   1451.390 0.122D+02    21.417 0.154D+00    44.819 0.336D+00
   66  153   1473.217 0.124D+02    21.825 0.128D+00    43.243 0.275D+00
   67  153   1493.040 0.124D+02    19.821 0.121D+00    41.646 0.237D+00
   68  153   1513.338 0.121D+02    20.295 0.144D+00    40.116 0.254D+00
   69  153   1531.702 0.117D+02    18.361 0.181D+00    38.656 0.318D+00
   70  153   1550.647 0.111D+02    18.942 0.214D+00    37.303 0.391D+00
   71  153   1567.753 0.104D+02    17.102 0.231D+00    36.044 0.442D+00
   72  153   1585.597 0.982D+01    17.841 0.226D+00    34.943 0.455D+00
   73  153   1601.561 0.928D+01    15.960 0.205D+00    33.801 0.430D+00
   74  153   1618.341 0.884D+01    16.777 0.177D+00    32.737 0.380D+00
   75  153   1633.810 0.848D+01    15.467 0.162D+00    32.244 0.334D+00
   76  153   1650.237 0.818D+01    16.427 0.173D+00    31.894 0.329D+00
   77  153   1664.943 0.799D+01    14.706 0.203D+00    31.133 0.371D+00
   78  153   1680.696 0.794D+01    15.755 0.235D+00    30.461 0.433D+00
   79  153   1694.849 0.801D+01    14.157 0.244D+00    29.911 0.475D+00
   80  153   1709.977 0.801D+01    15.132 0.195D+00    29.288 0.434D+00
   81  153   1723.202 0.776D+01    13.227 0.141D+00    28.359 0.318D+00
   82  153   1736.389 0.726D+01    13.190 0.154D+00    26.417 0.275D+00
   83  153   1748.157 0.662D+01    11.769 0.179D+00    24.959 0.328D+00
   84  153   1760.580 0.595D+01    12.425 0.181D+00    24.194 0.359D+00
   85  153   1770.996 0.528D+01    10.418 0.172D+00    22.843 0.352D+00
   86  153   1782.165 0.461D+01    11.173 0.166D+00    21.590 0.337D+00
   87  153   1791.429 0.391D+01     9.267 0.169D+00    20.440 0.334D+00
   88  153   1801.560 0.319D+01    10.135 0.177D+00    19.402 0.346D+00
   89  153   1809.876 0.246D+01     8.320 0.184D+00    18.454 0.360D+00
   90  153   1819.768 0.180D+01     9.895 0.184D+00    18.215 0.367D+00
   91  153   1827.775 0.127D+01     8.011 0.174D+00    17.907 0.357D+00
   92  153   1836.699 0.103D+01     8.929 0.153D+00    16.940 0.327D+00
   59  154   1305.298 0.114D+02     0.000 0.000D+00     0.000 0.000D+00
   60  154   1332.263 0.108D+02    26.964 0.176D+00     0.000 0.000D+00
   61  154   1356.438 0.107D+02    24.177 0.170D+00    51.141 0.314D+00
   62  154   1382.009 0.109D+02    25.573 0.213D+00    49.750 0.372D+00
   63  154   1404.811 0.112D+02    22.803 0.219D+00    48.376 0.430D+00
   64  154   1428.939 0.117D+02    24.127 0.196D+00    46.930 0.414D+00
   65  154   1450.225 0.120D+02    21.286 0.166D+00    45.413 0.360D+00
   66  154   1472.757 0.123D+02    22.530 0.137D+00    43.816 0.299D+00
   67  154   1492.456 0.124D+02    19.696 0.120D+00    42.227 0.248D+00
   68  154   1513.405 0.122D+02    20.946 0.133D+00    40.643 0.241D+00
   69  154   1531.623 0.118D+02    18.216 0.168D+00    39.162 0.292D+00
   70  154   1551.166 0.113D+02    19.540 0.205D+00    37.756 0.368D+00
   71  154   1568.106 0.106D+02    16.936 0.228D+00    36.477 0.430D+00
   72  154   1586.504 0.100D+02    18.395 0.231D+00    35.331 0.457D+00
   73  154   1602.303 0.944D+01    15.795 0.215D+00    34.190 0.445D+00
   74  154   1619.598 0.897D+01    17.292 0.188D+00    33.087 0.401D+00
   75  154   1634.860 0.859D+01    15.259 0.165D+00    32.551 0.349D+00
   76  154   1651.724 0.827D+01    16.862 0.165D+00    32.121 0.324D+00
   77  154   1666.200 0.805D+01    14.476 0.190D+00    31.338 0.351D+00
   78  154   1682.357 0.795D+01    16.159 0.225D+00    30.635 0.410D+00
   79  154   1696.284 0.801D+01    13.929 0.252D+00    30.088 0.473D+00
   80  154   1711.870 0.808D+01    15.589 0.226D+00    29.518 0.475D+00
   81  154   1725.020 0.797D+01    13.153 0.159D+00    28.742 0.373D+00
   82  154   1739.259 0.758D+01    14.242 0.142D+00    27.396 0.275D+00
   83  154   1751.109 0.701D+01    11.851 0.170D+00    26.093 0.301D+00
   84  154   1764.172 0.636D+01    13.065 0.182D+00    24.916 0.349D+00
   85  154   1774.658 0.571D+01    10.488 0.174D+00    23.552 0.355D+00
   86  154   1786.416 0.507D+01    11.760 0.164D+00    22.248 0.337D+00
   87  154   1795.708 0.440D+01     9.295 0.162D+00    21.055 0.325D+00
   88  154   1806.370 0.371D+01    10.666 0.169D+00    19.961 0.331D+00
   89  154   1814.682 0.300D+01     8.316 0.179D+00    18.982 0.348D+00
   90  154   1824.477 0.230D+01     9.798 0.186D+00    18.114 0.365D+00
   91  154   1832.498 0.168D+01     8.025 0.184D+00    17.823 0.370D+00
   92  154   1841.895 0.126D+01     9.402 0.173D+00    17.427 0.357D+00
   60  155   1328.768 0.109D+02     0.000 0.000D+00     0.000 0.000D+00
   61  155   1353.668 0.107D+02    24.901 0.167D+00     0.000 0.000D+00
   62  155   1379.052 0.108D+02    25.387 0.212D+00    50.288 0.366D+00
   63  155   1402.573 0.111D+02    23.522 0.225D+00    48.909 0.435D+00
   64  155   1426.545 0.115D+02    23.973 0.207D+00    47.495 0.431D+00
   65  155   1448.530 0.119D+02    21.985 0.179D+00    45.957 0.384D+00
   66  155   1470.919 0.122D+02    22.388 0.149D+00    44.372 0.324D+00
   67  155   1491.287 0.124D+02    20.366 0.125D+00    42.754 0.265D+00
   68  155   1512.093 0.123D+02    20.803 0.125D+00    41.170 0.237D+00
   69  155   1530.932 0.120D+02    18.836 0.154D+00    39.640 0.269D+00
   70  155   1550.298 0.115D+02    19.364 0.193D+00    38.200 0.341D+00
   71  155   1567.817 0.108D+02    17.515 0.223D+00    36.879 0.412D+00
   72  155   1586.023 0.102D+02    18.202 0.234D+00    35.718 0.454D+00
   73  155   1602.350 0.961D+01    16.324 0.224D+00    34.526 0.456D+00
   74  155   1619.446 0.911D+01    17.092 0.199D+00    33.416 0.421D+00
   75  155   1635.177 0.870D+01    15.728 0.172D+00    32.820 0.368D+00
   76  155   1651.805 0.837D+01    16.626 0.162D+00    32.354 0.329D+00
   77  155   1666.698 0.811D+01    14.893 0.179D+00    31.518 0.335D+00
   78  155   1682.710 0.797D+01    16.013 0.212D+00    30.905 0.385D+00
   79  155   1697.186 0.799D+01    14.478 0.250D+00    30.491 0.456D+00
   80  155   1712.648 0.810D+01    15.465 0.250D+00    29.943 0.497D+00
   81  155   1726.278 0.811D+01    13.633 0.189D+00    29.098 0.432D+00
