# Source https://wwwndc.jaea.go.jp/nucldata/mass/KTUY05_m246.dat
# Koura, Hiroyuki, et al. "Nuclidic mass formula on a spherical basis with an improved even-odd term." Progress of theoretical physics 113.2 (2005): 305-325.
#   ZZ   NN   Mcal    Esh alpha2 alpha4 alpha6
   49   68 -88.48  -0.41  0.025 -0.012  0.001
   49   69 -87.07  -0.60  0.025 -0.012  0.001
   49   70 -87.19  -0.87  0.025 -0.013  0.000
   49   71 -85.51  -1.26  0.025 -0.013  0.000
   49   72 -85.33  -1.72  0.025 -0.012  0.001
   49   73 -83.37  -2.29  0.025 -0.012  0.000
   49   74 -82.93  -2.95  0.025 -0.013  0.000
   49   75 -80.73  -3.72  0.025 -0.013  0.000
   49   76 -80.03  -4.58  0.025 -0.013  0.000
   49   77 -77.61  -5.53  0.025 -0.013  0.000
   49   78 -76.66  -6.57  0.025 -0.013  0.000
   49   79 -74.01  -7.70  0.025 -0.012  0.000
   49   80 -72.83  -8.92  0.025 -0.012  0.001
   49   81 -69.80 -10.06  0.015 -0.008  0.004
   49   82 -68.23 -11.29  0.004  0.000  0.000
   49   83 -62.56 -10.16  0.011  0.006 -0.001
   49   84 -58.33  -9.10  0.021  0.000 -0.003
   49   85 -52.34  -8.00  0.020 -0.003 -0.002
   49   86 -47.80  -7.00  0.025 -0.011  0.001
   49   87 -41.60  -6.04  0.025 -0.012  0.001
   49   88 -36.78  -5.11  0.024 -0.012  0.003
   49   89 -30.23  -4.12  0.017 -0.008  0.001
   49   90 -25.04  -3.17  0.004  0.000  0.000
   49   91 -18.23  -2.23  0.021  0.000 -0.002
   49   92 -12.81  -1.37  0.021  0.000 -0.002
   49   93  -5.81  -0.55  0.027 -0.010  0.000
   49   94  -0.23   0.16  0.027 -0.010  0.000
   49   95   6.92   0.84  0.024 -0.016  0.004
   49   96  12.74   1.48  0.026 -0.010  0.000
   49   97  19.67   1.66  0.141  0.041 -0.008
   49   98  25.16   1.69  0.148  0.041 -0.010
   49   99  32.19   1.68  0.150  0.035 -0.011
   49  100  37.91   1.66  0.152  0.028 -0.013
   49  101  45.14   1.59  0.159  0.023 -0.021
   49  102  51.06   1.50  0.160  0.015 -0.023
   49  103  58.56   1.45  0.158  0.008 -0.019
   49  104  64.77   1.38  0.157  0.000 -0.016
   49  105  72.43   1.25  0.158 -0.007 -0.018
   49  106  78.92   1.21  0.155 -0.015 -0.013
   49  107  86.79   1.04  0.160 -0.022 -0.021
   49  108  93.53   1.01  0.158 -0.029 -0.017
   49  109 101.76   0.98  0.155 -0.037 -0.013
   49  110 108.76   0.96  0.149 -0.045 -0.005
   49  111 117.20   0.93  0.143 -0.047 -0.003
   49  112 124.35   0.84  0.134 -0.046  0.000
   49  113 132.90   0.68  0.125 -0.044  0.000
   49  114 140.15   0.48  0.117 -0.046  0.001
   49  115 148.44  -0.14  0.025 -0.012  0.000
   49  116 155.41  -0.85  0.025 -0.012  0.001
   49  117 163.77  -1.59  0.025 -0.012  0.001
   49  118 170.75  -2.50  0.029 -0.018  0.006
   49  119 179.25  -3.30  0.022 -0.013  0.004
   49  120 186.54  -4.10  0.014 -0.011  0.004
   49  121 195.09  -5.03  0.003  0.000  0.000
   49  122 202.80  -5.61  0.010  0.008  0.000
   49  123 211.83  -6.25  0.015  0.000 -0.003
   49  124 219.58  -6.97  0.021  0.000 -0.003
   49  125 228.79  -7.61  0.018 -0.009  0.000
   49  126 236.90  -8.15  0.010 -0.005  0.000
   49  127 246.24  -8.84  0.002  0.000  0.000
   50   43   3.91  -4.99  0.006  0.000  0.000
   50   44  -6.84  -5.26  0.006  0.000  0.000
   50   45 -14.56  -5.69  0.006  0.000  0.000
   50   46 -24.67  -6.30  0.006  0.000  0.000
   50   47 -31.79  -7.03  0.006  0.000  0.000
   50   48 -41.29  -7.95  0.006  0.000  0.000
   50   49 -47.90  -9.03  0.006  0.000  0.000
   50   50 -56.83 -10.25  0.006  0.000  0.000
   50   51 -59.70  -9.11  0.006  0.000  0.000
   50   52 -64.83  -8.07  0.006  0.000  0.000
   50   53 -67.21  -7.18  0.006  0.000  0.000
   50   54 -71.82  -6.38  0.006  0.000  0.000
   50   55 -73.73  -5.73  0.006  0.000  0.000
   50   56 -77.84  -5.15  0.006  0.000  0.000
   50   57 -78.85  -4.27  0.006  0.000  0.000
   50   58 -82.09  -3.51  0.006  0.000  0.000
   50   59 -82.72  -2.88  0.006  0.000  0.000
   50   60 -85.58  -2.39  0.006  0.000  0.000
   50   61 -85.86  -2.02  0.006  0.000  0.000
   50   62 -88.33  -1.78  0.006  0.000  0.000
   50   63 -88.29  -1.66  0.006  0.000 -0.001
   50   64 -90.37  -1.63  0.005  0.000  0.000
   50   65 -89.80  -1.54  0.006  0.000  0.000
   50   66 -91.21  -1.40  0.006  0.000  0.000
   50   67 -90.13  -1.32  0.006  0.000 -0.002
   50   68 -91.20  -1.39  0.006  0.000 -0.003
   50   69 -89.91  -1.60  0.006  0.000 -0.003
   50   70 -90.70  -1.90  0.006  0.000 -0.003
   50   71 -89.10  -2.29  0.006  0.000 -0.003
   50   72 -89.57  -2.77  0.006  0.000 -0.002
   50   73 -87.68  -3.33  0.006  0.000  0.000
   50   74 -87.83  -3.98  0.006  0.000 -0.003
   50   75 -85.70  -4.73  0.006  0.000 -0.003
   50   76 -85.62  -5.60  0.006  0.000 -0.002
   50   77 -83.28  -6.57  0.006  0.000 -0.002
   50   78 -82.95  -7.63  0.006  0.000 -0.002
   50   79 -80.39  -8.78  0.006  0.000 -0.002
   50   80 -79.80 -10.00  0.006  0.000 -0.002
   50   81 -76.98 -11.29  0.005 -0.002 -0.001
   50   82 -76.14 -12.66  0.004  0.000  0.000
   50   83 -70.47 -11.46  0.006  0.000  0.000
   50   84 -66.68 -10.27  0.006  0.000 -0.002
   50   85 -60.73  -9.15  0.006 -0.001 -0.002
   50   86 -56.70  -8.10  0.006  0.000 -0.001
   50   87 -50.53  -7.11  0.006  0.000 -0.002
   50   88 -46.27  -6.19  0.006 -0.001 -0.002
   50   89 -39.90  -5.32  0.006  0.000  0.000
   50   90 -35.36  -4.47  0.004  0.000  0.000
   50   91 -28.49  -3.43  0.006  0.000 -0.002
   50   92 -23.48  -2.44  0.006 -0.001 -0.002
   50   93 -16.44  -1.53  0.006  0.000 -0.001
   50   94 -11.30  -0.72  0.006  0.000 -0.002
   50   95  -4.19  -0.04  0.006  0.000 -0.002
   50   96   1.02   0.51  0.006 -0.001 -0.001
   50   97   8.20   0.99  0.006 -0.001 -0.001
   50   98  13.58   1.42  0.006 -0.001 -0.001
   50   99  20.91   1.76  0.144  0.033 -0.004
   50  100  26.23   1.84  0.144  0.025 -0.004
   50  101  33.29   1.64  0.159  0.023 -0.021
   50  102  38.75   1.59  0.161  0.016 -0.023
   50  103  46.27   1.60  0.154  0.006 -0.014
   50  104  51.95   1.49  0.157  0.000 -0.016
   50  105  59.60   1.39  0.159 -0.007 -0.018
   50  106  65.60   1.34  0.155 -0.016 -0.013
   50  107  73.45   1.19  0.156 -0.022 -0.015
   50  108  79.69   1.14  0.158 -0.030 -0.018
   50  109  87.79   1.01  0.155 -0.037 -0.014
   50  110  94.31   0.99  0.151 -0.043 -0.010
   50  111 102.76   0.98  0.143 -0.047 -0.004
   50  112 109.39   0.84  0.006  0.000 -0.001
   50  113 117.53   0.31  0.006  0.000  0.000
   50  114 123.94  -0.28  0.006 -0.001 -0.002
   50  115 132.18  -0.92  0.006  0.000 -0.001
   50  116 138.66  -1.66  0.006  0.000 -0.001
   50  117 146.96  -2.44  0.006  0.000 -0.001
   50  118 153.58  -3.26  0.006  0.000  0.000
   50  119 162.02  -4.10  0.006  0.000  0.000
   50  120 168.64  -5.12  0.008  0.000 -0.002
   50  121 177.04  -6.19  0.003  0.000  0.000
   50  122 184.37  -6.70  0.006  0.000 -0.001
   50  123 193.50  -7.23  0.006  0.000 -0.001
   50  124 200.93  -7.83  0.006  0.000 -0.001
   50  125 210.10  -8.50  0.006  0.000 -0.001
   50  126 217.59  -9.24  0.006  0.000 -0.001
   50  127 226.86  -9.98  0.003  0.000  0.000
   50  128 236.43  -8.82  0.002  0.000  0.000
   51   44   5.85  -4.50  0.022  0.014  0.002
   51   45  -2.62  -4.93  0.022  0.015  0.002
   51   46 -12.85  -5.51  0.022  0.015  0.002
   51   47 -20.71  -6.25  0.022  0.014  0.001
   51   48 -30.31  -7.12  0.021  0.008  0.000
   51   49 -37.59  -8.14  0.021  0.000 -0.003
   51   50 -46.47  -9.19  0.006  0.000  0.000
   51   51 -50.63  -8.19  0.022  0.013  0.002
   51   52 -56.17  -7.14  0.022  0.013  0.002
   51   53 -59.20  -6.19  0.022  0.013  0.002
   51   54 -63.91  -5.36  0.021  0.009 -0.002
   51   55 -66.43  -4.62  0.021  0.000 -0.004
   51   56 -70.49  -3.88  0.021  0.009  0.002
   51   57 -72.41  -3.21  0.023  0.014  0.003
   51   58 -75.77  -2.45  0.023  0.016  0.001
   51   59 -77.08  -1.82  0.023  0.016  0.001
   51   60 -80.03  -1.32  0.023  0.017  0.002
   51   61 -80.99  -0.96  0.022  0.000 -0.005
   51   62 -83.57  -0.71  0.022  0.000 -0.005
   51   63 -84.12  -0.52  0.020  0.000 -0.002
   51   64 -86.21  -0.39  0.020  0.000 -0.002
   51   65 -86.32  -0.33  0.022  0.013  0.002
   51   66 -87.92  -0.28  0.023  0.015  0.006
   51   67 -87.53  -0.25  0.024  0.015  0.005
   51   68 -88.67  -0.28  0.025  0.014  0.001
   51   69 -87.96  -0.44  0.025  0.014  0.003
   51   70 -88.83  -0.74  0.024  0.014  0.004
   51   71 -87.87  -1.15  0.024  0.017  0.004
   51   72 -88.44  -1.64  0.024  0.016  0.003
   51   73 -87.19  -2.22  0.023  0.016  0.003
   51   74 -87.46  -2.89  0.024  0.016  0.003
   51   75 -85.93  -3.65  0.024  0.016  0.003
   51   76 -85.92  -4.50  0.023  0.015  0.002
   51   77 -84.17  -5.46  0.022  0.013  0.001
   51   78 -83.91  -6.51  0.022  0.011 -0.001
   51   79 -81.90  -7.63  0.020  0.010 -0.004
   51   80 -81.40  -8.85  0.021  0.000 -0.003
   51   81 -79.09 -10.07  0.013  0.000 -0.002
   51   82 -78.22 -11.34  0.004  0.000  0.000
   51   83 -73.24 -10.27  0.014  0.010  0.000
   51   84 -69.68  -9.23  0.022  0.015  0.001
   51   85 -64.31  -8.13  0.022  0.014  0.000
   51   86 -60.34  -7.07  0.022  0.010 -0.002
   51   87 -54.71  -6.06  0.020  0.008 -0.002
   51   88 -50.50  -5.13  0.021 -0.001 -0.003
   51   89 -44.58  -4.16  0.020  0.000 -0.002
   51   90 -40.07  -3.27  0.022  0.012  0.004
   51   91 -33.96  -2.45  0.024  0.017  0.006
   51   92 -29.18  -1.63  0.023  0.017  0.004
   51   93 -22.71  -0.76  0.023  0.018  0.004
   51   94 -17.65   0.01  0.023  0.018  0.003
   51   95 -11.08   0.68  0.029  0.015  0.000
   51   96  -5.90   1.27  0.028  0.014  0.000
   51   97   0.48   1.45  0.140  0.044 -0.003
   51   98   5.50   1.58  0.141  0.039 -0.002
   51   99  12.06   1.66  0.144  0.034 -0.006
   51  100  17.34   1.75  0.144  0.026 -0.004
   51  101  23.97   1.63  0.159  0.023 -0.021
   51  102  29.48   1.68  0.153  0.014 -0.011
   51  103  36.45   1.63  0.155  0.008 -0.014
   51  104  42.11   1.55  0.157  0.000 -0.016
   51  105  49.37   1.54  0.154 -0.008 -0.012
   51  106  55.25   1.43  0.155 -0.015 -0.013
   51  107  62.70   1.36  0.153 -0.023 -0.010
   51  108  68.85   1.26  0.158 -0.030 -0.018
   51  109  76.52   1.18  0.150 -0.038 -0.006
   51  110  82.97   1.13  0.147 -0.044 -0.005
   51  111  90.84   1.01  0.145 -0.051 -0.001
   51  112  97.49   0.92  0.135 -0.046 -0.003
   51  113 105.58   0.81  0.126 -0.045  0.000
   51  114 111.98   0.25  0.025  0.015  0.002
   51  115 119.77  -0.39  0.024  0.014  0.001
   51  116 126.26  -1.08  0.022  0.009 -0.001
   51  117 134.18  -1.79  0.021  0.008 -0.001
   51  118 140.71  -2.66  0.023  0.000 -0.006
   51  119 148.78  -3.43  0.017 -0.004 -0.003
   51  120 155.47  -4.35  0.011 -0.007  0.004
   51  121 163.51  -5.34  0.003  0.000  0.000
   51  122 170.74  -5.93  0.010  0.009  0.003
   51  123 179.26  -6.63  0.017  0.008 -0.003
   51  124 186.62  -7.28  0.020  0.000 -0.004
   51  125 195.49  -7.81  0.013  0.000 -0.003
   51  126 203.04  -8.47  0.010 -0.005  0.003
   51  127 211.93  -9.17  0.002  0.000  0.000
   51  128 221.46  -8.02  0.002  0.000  0.000
   52   48 -21.38  -6.44  0.036  0.000 -0.006
   52   49 -28.60  -7.26  0.023 -0.011  0.000
   52   50 -38.15  -8.24  0.006  0.000  0.000
   52   51 -42.69  -7.20  0.022  0.013  0.002
   52   52 -49.65  -6.43  0.039  0.017 -0.003
   52   53 -52.74  -5.43  0.039  0.016 -0.002
   52   54 -58.06  -4.50  0.042  0.012 -0.001
   52   55 -60.61  -3.67  0.039  0.015 -0.002
   52   56 -65.37  -2.91  0.039  0.016 -0.001
   52   57 -67.43  -2.27  0.041  0.022  0.001
   52   58 -71.66  -1.70  0.042  0.024  0.002
   52   59 -73.15  -1.14  0.046  0.025  0.000
   52   60 -76.74  -0.60  0.046  0.025  0.000
   52   61 -77.74  -0.17  0.041  0.016 -0.004
   52   62 -80.90   0.17  0.042  0.021  0.000
   52   63 -81.50   0.40  0.042  0.022  0.000
   52   64 -84.25   0.54  0.041  0.022  0.001
   52   65 -84.47   0.58  0.042  0.023  0.002
   52   66 -86.82   0.54  0.042  0.026  0.004
   52   67 -86.64   0.45  0.044  0.028  0.003
   52   68 -88.49   0.34  0.045  0.028  0.003
   52   69 -87.86   0.18  0.045  0.029  0.004
   52   70 -89.31  -0.06  0.044  0.030  0.003
   52   71 -88.40  -0.42  0.044  0.030  0.004
   52   72 -89.60  -0.93  0.044  0.030  0.003
   52   73 -88.43  -1.50  0.048  0.024  0.003
   52   74 -89.29  -2.16  0.042  0.027  0.000
   52   75 -87.82  -2.89  0.044  0.017 -0.001
   52   76 -88.38  -3.71  0.042  0.017 -0.008
   52   77 -86.62  -4.60  0.038  0.007 -0.003
   52   78 -86.91  -5.60  0.035  0.007 -0.007
   52   79 -84.93  -6.68  0.034 -0.001 -0.009
   52   80 -84.86  -7.76  0.025 -0.010 -0.001
   52   81 -82.55  -8.90  0.014 -0.007  0.000
   52   82 -82.25 -10.16  0.004  0.000  0.000
   52   83 -77.34  -9.09  0.014  0.010  0.000
   52   84 -74.41  -8.12  0.027  0.018  0.002
   52   85 -69.36  -7.28  0.038  0.021  0.000
   52   86 -66.02  -6.29  0.043  0.021  0.000
   52   87 -60.44  -5.28  0.045  0.027  0.003
   52   88 -56.76  -4.31  0.045  0.026  0.003
   52   89 -50.98  -3.44  0.045  0.027  0.003
   52   90 -47.08  -2.61  0.045  0.028  0.005
   52   91 -41.06  -1.83  0.045  0.027  0.005
   52   92 -36.93  -1.12  0.045  0.029  0.004
   52   93 -30.72  -0.46  0.046  0.030  0.003
   52   94 -26.33   0.18  0.047  0.030  0.003
   52   95 -19.84   0.80  0.050  0.030  0.005
   52   96 -15.46   1.12  0.134  0.047 -0.001
   52   97  -9.14   1.29  0.141  0.047 -0.002
   52   98  -4.62   1.43  0.144  0.040 -0.004
   52   99   1.98   1.58  0.143  0.033 -0.003
   52  100   6.72   1.65  0.145  0.027 -0.007
   52  101  13.42   1.64  0.152  0.022 -0.010
   52  102  18.40   1.65  0.153  0.015 -0.011
   52  103  25.36   1.64  0.155  0.009 -0.013
   52  104  30.57   1.60  0.158  0.002 -0.016
   52  105  37.80   1.60  0.156 -0.006 -0.015
   52  106  43.24   1.52  0.155 -0.015 -0.013
   52  107  50.68   1.48  0.154 -0.023 -0.010
   52  108  56.36   1.39  0.158 -0.029 -0.016
   52  109  64.04   1.35  0.151 -0.038 -0.009
   52  110  70.01   1.30  0.147 -0.043 -0.004
   52  111  77.90   1.22  0.141 -0.049  0.000
   52  112  84.02   1.08  0.131 -0.042 -0.002
   52  113  91.96   0.84  0.120 -0.039 -0.003
   52  114  98.10   0.48  0.043  0.014 -0.005
   52  115 105.92  -0.10  0.040  0.010 -0.009
   52  116 112.04  -0.71  0.039  0.009 -0.007
   52  117 119.98  -1.38  0.032 -0.004 -0.006
   52  118 126.25  -2.06  0.031 -0.004 -0.004
   52  119 134.30  -2.82  0.021 -0.010  0.000
   52  120 140.66  -3.62  0.012 -0.010  0.006
   52  121 148.70  -4.60  0.003  0.000  0.000
   52  122 155.47  -5.21  0.010  0.010  0.002
   52  123 163.96  -5.92  0.017  0.008 -0.003
   52  124 170.87  -6.59  0.021  0.000 -0.005
   52  125 179.64  -7.21  0.018 -0.009  0.000
   52  126 186.85  -7.77  0.010 -0.008  0.005
   52  127 195.73  -8.46  0.002  0.000  0.000
   52  128 204.83  -7.32  0.002  0.000  0.000
   52  129 215.75  -6.15  0.019  0.016  0.007
   52  130 224.82  -5.22  0.028  0.024  0.007
   52  131 235.48  -4.48  0.035  0.027  0.006
   52  132 244.47  -3.81  0.044  0.035  0.008
   52  133 255.33  -3.04  0.052  0.040  0.009
   52  136 284.85  -0.93  0.073  0.052  0.012
   52  137 295.93  -0.26  0.076  0.042  0.002
   52  138 305.08   0.06  0.083  0.046  0.002
   52  139 315.91   0.34  0.090  0.051  0.004
   53   48  -9.42  -5.74  0.039 -0.011 -0.005
   53   49 -17.24  -6.45  0.025 -0.013  0.000
   53   50 -26.89  -7.39  0.006  0.000  0.000
   53   51 -32.10  -6.32  0.022  0.013  0.002
   53   52 -39.11  -5.48  0.039  0.016 -0.002
   53   53 -43.55  -4.72  0.054  0.018 -0.006
   53   54 -49.30  -3.80  0.060  0.020 -0.003
   53   55 -52.54  -2.97  0.065  0.031  0.001
   53   56 -57.43  -2.23  0.064  0.030  0.002
   53   57 -60.16  -1.58  0.062  0.027  0.000
   53   58 -64.50  -1.01  0.062  0.029 -0.001
   53   59 -66.72  -0.51  0.063  0.032  0.000
   53   60 -70.51  -0.05  0.064  0.034  0.000
   53   61 -72.14   0.41  0.063  0.034  0.000
   53   62 -75.39   0.76  0.062  0.035  0.000
   53   63 -76.64   1.00  0.062  0.035  0.002
   53   64 -79.50   1.13  0.062  0.037  0.003
   53   65 -80.38   1.17  0.062  0.039  0.005
   53   66 -82.86   1.09  0.064  0.044  0.009
   53   67 -83.38   0.93  0.064  0.045  0.008
   53   68 -85.45   0.70  0.065  0.044  0.007
   53   69 -85.53   0.46  0.067  0.043  0.003
   53   70 -87.15   0.15  0.067  0.037  0.004
   53   71 -86.81  -0.17  0.065  0.031  0.000
   53   72 -87.99  -0.57  0.063  0.027 -0.004
   53   73 -87.34  -1.06  0.062  0.022 -0.006
   53   74 -88.20  -1.63  0.058  0.016 -0.008
   53   75 -87.23  -2.26  0.054  0.011 -0.007
   53   76 -87.91  -3.12  0.056  0.008 -0.011
   53   77 -86.69  -3.95  0.050  0.000 -0.011
   53   78 -86.91  -4.80  0.045 -0.007 -0.009
   53   79 -85.37  -5.74  0.038 -0.012 -0.004
   53   80 -85.30  -6.73  0.027 -0.015  0.002
   53   81 -83.53  -7.85  0.015 -0.008  0.000
   53   82 -83.32  -9.12  0.004  0.000  0.000
   53   83 -78.98  -8.05  0.014  0.010  0.000
   53   84 -76.13  -7.10  0.027  0.017  0.001
   53   85 -71.65  -6.27  0.037  0.020 -0.001
   53   86 -68.61  -5.50  0.052  0.033  0.006
   53   87 -63.96  -4.87  0.063  0.041  0.005
   53   88 -60.47  -4.03  0.067  0.036  0.002
   53   89 -55.26  -3.19  0.069  0.041  0.005
   53   90 -51.44  -2.37  0.068  0.040  0.005
   53   91 -45.99  -1.62  0.068  0.041  0.004
   53   92 -41.94  -0.93  0.067  0.039  0.003
   53   93 -36.27  -0.29  0.066  0.039  0.003
   53   94 -32.06   0.23  0.119  0.048  0.006
   53   95 -26.44   0.51  0.128  0.050  0.000
   53   96 -22.13   0.81  0.134  0.048  0.000
   53   97 -16.32   0.98  0.141  0.047 -0.002
   53   98 -11.80   1.17  0.142  0.041 -0.005
   53   99  -5.74   1.30  0.144  0.034 -0.004
   53  100  -1.01   1.41  0.146  0.027 -0.008
   53  101   5.21   1.42  0.154  0.022 -0.014
   53  102  10.19   1.48  0.152  0.014 -0.011
   53  103  16.68   1.49  0.156  0.009 -0.014
   53  104  21.91   1.52  0.153 -0.001 -0.012
   53  105  28.62   1.48  0.154 -0.009 -0.012
   53  106  34.04   1.44  0.156 -0.014 -0.015
   53  107  41.04   1.44  0.153 -0.022 -0.010
   53  108  46.72   1.38  0.158 -0.029 -0.016
   53  109  53.94   1.36  0.150 -0.036 -0.006
   53  110  59.90   1.34  0.147 -0.039 -0.009
   53  111  67.34   1.29  0.139 -0.043 -0.003
   53  112  73.34   1.06  0.057  0.013 -0.009
   53  113  80.65   0.66  0.057  0.013 -0.007
   53  114  86.65   0.19  0.058  0.014 -0.009
   53  115  94.04  -0.36  0.056  0.012 -0.005
   53  116 100.18  -0.91  0.053  0.009 -0.005
   53  117 107.74  -1.51  0.052  0.007 -0.005
   53  118 114.06  -2.11  0.046  0.003 -0.001
   53  119 121.79  -2.75  0.044  0.000 -0.001
   53  120 128.26  -3.41  0.042 -0.002 -0.002
   53  121 136.15  -4.10  0.040  0.000 -0.007
   53  122 142.85  -4.74  0.035 -0.005 -0.004
   53  123 150.95  -5.40  0.030 -0.008 -0.003
   53  124 157.90  -6.01  0.020  0.000 -0.005
   53  125 166.20  -6.66  0.018 -0.009  0.000
   53  126 173.39  -7.22  0.010 -0.008  0.005
   53  127 181.84  -7.92  0.002  0.000  0.000
   53  128 190.91  -6.78  0.002  0.000  0.000
   53  129 201.41  -5.61  0.019  0.016  0.007
   53  130 210.46  -4.69  0.028  0.024  0.008
   53  131 220.71  -3.94  0.035  0.026  0.005
   53  132 229.72  -3.23  0.044  0.034  0.006
   53  133 240.03  -2.60  0.052  0.040  0.008
   53  134 248.95  -2.15  0.059  0.043  0.008
   53  135 259.33  -1.61  0.063  0.036  0.000
   53  136 268.39  -1.21  0.072  0.052  0.012
   53  137 279.01  -0.58  0.081  0.058  0.012
   53  138 288.21  -0.20  0.083  0.047  0.003
   53  139 298.68   0.11  0.091  0.061  0.013
   54   50 -17.61  -6.63  0.006  0.000  0.000
   54   51 -22.92  -5.53  0.021  0.009 -0.002
   54   52 -30.55  -4.60  0.039  0.016 -0.002
   54   53 -35.40  -3.84  0.060  0.020 -0.003
   54   54 -42.60  -3.28  0.077  0.040  0.000
   54   55 -46.05  -2.55  0.081  0.037  0.000
   54   56 -51.62  -1.79  0.081  0.037  0.000
   54   57 -54.44  -1.12  0.080  0.036 -0.002
   54   58 -59.46  -0.54  0.082  0.040  0.001
   54   59 -61.79  -0.04  0.082  0.040  0.000
   54   60 -66.30   0.37  0.083  0.044  0.000
   54   61 -68.15   0.71  0.083  0.044  0.000
   54   62 -72.07   1.06  0.084  0.045  0.003
   54   63 -73.56   1.15  0.173  0.035 -0.007
   54   64 -77.13   1.23  0.173  0.026 -0.005
   54   65 -78.10   1.26  0.175  0.014 -0.007
   54   66 -81.12   1.29  0.179  0.003 -0.011
   54   67 -81.75   1.12  0.085  0.046  0.005
   54   68 -84.43   0.91  0.083  0.042  0.002
   54   69 -84.63   0.64  0.082  0.040  0.000
   54   70 -86.86   0.33  0.079  0.034 -0.005
   54   71 -86.57   0.05  0.079  0.030 -0.005
   54   72 -88.32  -0.29  0.077  0.027 -0.010
   54   73 -87.69  -0.73  0.074  0.018 -0.012
   54   74 -89.11  -1.25  0.071  0.014 -0.016
   54   75 -88.20  -1.86  0.068  0.006 -0.013
   54   76 -89.31  -2.55  0.065 -0.001 -0.017
   54   77 -88.02  -3.24  0.056 -0.007 -0.011
   54   78 -88.78  -4.04  0.051 -0.013 -0.007
   54   79 -87.24  -4.91  0.041 -0.020  0.000
   54   80 -87.67  -5.82  0.030 -0.019  0.007
   54   81 -85.95  -6.92  0.015 -0.008  0.003
   54   82 -86.30  -8.19  0.004  0.000  0.000
   54   83 -82.05  -7.14  0.014  0.010  0.000
   54   84 -79.78  -6.19  0.027  0.017  0.001
   54   85 -75.36  -5.37  0.038  0.020 -0.001
   54   86 -72.91  -4.63  0.051  0.032  0.005
   54   87 -68.32  -4.01  0.062  0.037  0.004
   54   88 -65.83  -3.62  0.073  0.044  0.003
   54   89 -61.01  -3.10  0.084  0.053  0.007
   54   90 -57.78  -2.35  0.086  0.051  0.006
   54   91 -52.48  -1.69  0.084  0.045  0.005
   54   92 -49.01  -1.05  0.085  0.047  0.005
   54   93 -43.59  -0.61  0.116  0.054  0.002
   54   94 -39.94  -0.11  0.122  0.053  0.005
   54   95 -34.38   0.15  0.131  0.054  0.000
   54   96 -30.57   0.47  0.137  0.053  0.000
   54   97 -24.81   0.64  0.142  0.050 -0.004
   54   98 -20.76   0.87  0.143  0.042 -0.004
   54   99 -14.72   1.03  0.144  0.034 -0.005
   54  100 -10.45   1.17  0.146  0.029 -0.005
   54  101  -4.17   1.28  0.146  0.020 -0.006
   54  102   0.24   1.28  0.153  0.014 -0.011
   54  103   6.72   1.31  0.155  0.008 -0.014
   54  104  11.43   1.32  0.158  0.002 -0.016
   54  105  18.17   1.34  0.155 -0.007 -0.015
   54  106  23.14   1.33  0.155 -0.015 -0.014
   54  107  30.10   1.33  0.153 -0.022 -0.010
   54  108  35.33   1.31  0.153 -0.028 -0.010
   54  109  42.59   1.35  0.153 -0.035 -0.013
   54  110  48.09   1.34  0.143 -0.035 -0.007
   54  111  55.41   1.20  0.070  0.010 -0.012
