#Utama, Raditya, and Jorge Piekarewicz. "Refining mass formulas for astrophysical applications: A Bayesian neural network approach." Physical Review C 96.4 (2017): 044308.
#DZ10
#   BNN-Refined Duflo-Zuker Model (6931 nuclei)                     
#   -------------------------------------------                     
#    Z    N         B(MeV)              S1n(MeV)            S2n(MeV)
   25   59    581.057 0.313D+01    -1.228 0.304D-01    -1.672 0.589D-01
   25   60    580.172 0.338D+01    -0.885 0.310D-01    -2.113 0.612D-01
   25   61    578.641 0.365D+01    -1.532 0.309D-01    -2.417 0.616D-01
   25   62    577.423 0.391D+01    -1.219 0.304D-01    -2.750 0.609D-01
   25   63    575.664 0.415D+01    -1.760 0.298D-01    -2.978 0.598D-01
   25   64    574.176 0.434D+01    -1.489 0.295D-01    -3.249 0.588D-01
   25   65    572.244 0.448D+01    -1.931 0.303D-01    -3.420 0.592D-01
   25   66    570.534 0.457D+01    -1.709 0.325D-01    -3.640 0.622D-01
   25   67    568.448 0.461D+01    -2.086 0.362D-01    -3.795 0.682D-01
   25   68    566.526 0.463D+01    -1.921 0.406D-01    -4.007 0.764D-01
   25   69    564.308 0.463D+01    -2.217 0.453D-01    -4.138 0.856D-01
   25   70    562.136 0.463D+01    -2.172 0.499D-01    -4.389 0.949D-01
   25   71    559.780 0.466D+01    -2.356 0.545D-01    -4.528 0.104D+00
   25   72    557.672 0.473D+01    -2.108 0.592D-01    -4.464 0.113D+00
   25   73    555.226 0.486D+01    -2.447 0.642D-01    -4.555 0.123D+00
   25   74    552.965 0.505D+01    -2.263 0.696D-01    -4.710 0.133D+00
   25   75    550.692 0.531D+01    -2.275 0.747D-01    -4.538 0.144D+00
   25   76    548.543 0.562D+01    -2.152 0.789D-01    -4.426 0.153D+00
   25   77    546.205 0.598D+01    -2.342 0.810D-01    -4.493 0.160D+00
   25   78    543.944 0.635D+01    -2.264 0.802D-01    -4.606 0.161D+00
   25   80    539.708 0.702D+01     0.000 0.000D+00    -4.242 0.144D+00
   26   11    130.445 0.201D+01     0.000 0.000D+00     0.000 0.000D+00
   26   12    161.540 0.187D+01    31.095 0.987D-02     0.000 0.000D+00
   26   13    188.370 0.174D+01    26.829 0.938D-02    57.924 0.191D-01
   26   14    217.084 0.160D+01    28.714 0.920D-02    55.543 0.184D-01
   26   15    241.402 0.145D+01    24.319 0.927D-02    53.032 0.183D-01
   26   16    266.586 0.131D+01    25.184 0.943D-02    49.502 0.186D-01
   26   17    287.827 0.117D+01    21.241 0.953D-02    46.425 0.188D-01
   26   18    310.487 0.103D+01    22.659 0.952D-02    43.900 0.189D-01
   26   19    329.468 0.897D+00    18.981 0.947D-02    41.640 0.188D-01
   26   20    350.483 0.780D+00    21.014 0.946D-02    39.995 0.188D-01
   26   21    366.715 0.686D+00    16.231 0.946D-02    37.245 0.188D-01
   26   22    385.303 0.622D+00    18.588 0.937D-02    34.819 0.187D-01
   26   23    400.349 0.591D+00    15.045 0.909D-02    33.634 0.183D-01
   26   24    417.967 0.584D+00    17.617 0.885D-02    32.663 0.177D-01
   26   25    431.548 0.595D+00    13.581 0.926D-02    31.198 0.177D-01
   26   26    447.890 0.629D+00    16.341 0.106D-01    29.922 0.194D-01
   26   27    458.792 0.681D+00    10.902 0.116D-01    27.243 0.218D-01
   26   28    472.309 0.708D+00    13.516 0.107D-01    24.418 0.218D-01
   26   29    481.022 0.668D+00     8.712 0.904D-02    22.228 0.188D-01
   26   30    491.920 0.588D+00    10.898 0.880D-02    19.610 0.169D-01
   26   31    499.521 0.520D+00     7.601 0.847D-02    18.499 0.168D-01
   26   32    509.313 0.473D+00     9.792 0.762D-02    17.392 0.157D-01
   26   33    516.012 0.432D+00     6.699 0.725D-02    16.491 0.146D-01
   26   34    524.866 0.396D+00     8.854 0.746D-02    15.553 0.145D-01
   26   35    530.782 0.375D+00     5.917 0.778D-02    14.770 0.151D-01
   26   36    538.814 0.379D+00     8.032 0.789D-02    13.949 0.156D-01
   26   37    544.065 0.407D+00     5.252 0.765D-02    13.284 0.155D-01
   26   38    551.383 0.448D+00     7.318 0.701D-02    12.570 0.146D-01
   26   39    556.074 0.486D+00     4.691 0.610D-02    12.009 0.130D-01
   26   40    562.924 0.511D+00     6.850 0.523D-02    11.541 0.111D-01
   26   41    566.519 0.517D+00     3.595 0.503D-02    10.445 0.994D-02
   26   42    572.295 0.507D+00     5.776 0.598D-02     9.372 0.107D-01
   26   43    575.359 0.491D+00     3.064 0.772D-02     8.840 0.135D-01
   26   44    581.247 0.487D+00     5.887 0.967D-02     8.951 0.173D-01
   26   45    583.777 0.516D+00     2.529 0.114D-01     8.417 0.210D-01
   26   46    589.159 0.588D+00     5.381 0.127D-01     7.910 0.240D-01
   26   47    591.607 0.694D+00     2.448 0.135D-01     7.829 0.261D-01
   26   48    596.941 0.821D+00     5.333 0.142D-01     7.780 0.276D-01
   26   49    599.056 0.960D+00     2.114 0.154D-01     7.447 0.293D-01
   26   50    604.174 0.111D+01     5.116 0.173D-01     7.230 0.324D-01
   26   51    604.142 0.128D+01    -0.035 0.199D-01     5.081 0.370D-01
   26   52    606.633 0.148D+01     2.490 0.223D-01     2.455 0.420D-01
   26   53    606.567 0.169D+01    -0.068 0.232D-01     2.422 0.454D-01
   26   54    608.124 0.188D+01     1.556 0.222D-01     1.487 0.452D-01
   26   55    607.648 0.205D+01    -0.477 0.209D-01     1.079 0.425D-01
   26   56    608.723 0.219D+01     1.075 0.220D-01     0.599 0.420D-01
   26   57    607.808 0.234D+01    -0.916 0.254D-01     0.160 0.470D-01
   26   58    608.401 0.253D+01     0.593 0.286D-01    -0.323 0.539D-01
   26   59    607.054 0.277D+01    -1.347 0.306D-01    -0.755 0.591D-01
   26   60    607.217 0.305D+01     0.163 0.318D-01    -1.184 0.622D-01
   26   61    605.543 0.335D+01    -1.675 0.324D-01    -1.512 0.640D-01
   26   62    605.382 0.366D+01    -0.163 0.325D-01    -1.837 0.647D-01
   26   63    603.459 0.394D+01    -1.924 0.318D-01    -2.087 0.641D-01
   26   64    603.034 0.420D+01    -0.425 0.303D-01    -2.349 0.619D-01
   26   65    600.916 0.440D+01    -2.118 0.285D-01    -2.543 0.584D-01
   26   66    600.267 0.454D+01    -0.649 0.271D-01    -2.767 0.550D-01
   26   67    597.967 0.462D+01    -2.300 0.270D-01    -2.949 0.533D-01
   26   68    597.105 0.463D+01    -0.862 0.287D-01    -3.161 0.549D-01
   26   69    594.618 0.458D+01    -2.487 0.318D-01    -3.348 0.598D-01
   26   70    593.493 0.450D+01    -1.124 0.357D-01    -3.610 0.669D-01
   26   71    590.791 0.439D+01    -2.702 0.402D-01    -3.825 0.755D-01
   26   72    589.662 0.427D+01    -1.130 0.454D-01    -3.832 0.851D-01
   26   73    586.797 0.418D+01    -2.865 0.512D-01    -3.995 0.962D-01
   26   74    585.482 0.414D+01    -1.316 0.578D-01    -4.182 0.109D+00
   26   75    582.723 0.417D+01    -2.761 0.644D-01    -4.077 0.122D+00
   26   76    581.491 0.431D+01    -1.235 0.702D-01    -3.996 0.134D+00
   26   77    578.616 0.455D+01    -2.877 0.740D-01    -4.113 0.144D+00
   26   78    577.265 0.488D+01    -1.354 0.751D-01    -4.231 0.149D+00
   26   79    574.575 0.526D+01    -2.692 0.732D-01    -4.046 0.148D+00
   26   80    573.406 0.565D+01    -1.170 0.688D-01    -3.862 0.142D+00
   26   81    570.732 0.603D+01    -2.675 0.632D-01    -3.845 0.132D+00
   26   82    569.613 0.638D+01    -1.118 0.578D-01    -3.793 0.121D+00
   27   16    260.607 0.140D+01     0.000 0.000D+00     0.000 0.000D+00
   27   17    283.253 0.124D+01    22.645 0.990D-02     0.000 0.000D+00
   27   18    306.441 0.108D+01    23.189 0.102D-01    45.834 0.200D-01
   27   19    326.635 0.935D+00    20.193 0.103D-01    43.382 0.203D-01
   27   20    348.195 0.814D+00    21.559 0.100D-01    41.753 0.202D-01
   27   21    365.421 0.719D+00    17.226 0.964D-02    38.785 0.196D-01
   27   22    384.503 0.651D+00    19.082 0.927D-02    36.308 0.187D-01
   27   23    400.398 0.610D+00    15.894 0.933D-02    34.976 0.183D-01
   27   24    418.508 0.606D+00    18.110 0.103D-01    34.004 0.192D-01
   27   25    432.805 0.650D+00    14.296 0.117D-01    32.406 0.216D-01
   27   26    449.645 0.714D+00    16.840 0.120D-01    31.137 0.234D-01
   27   27    462.894 0.732D+00    13.248 0.102D-01    30.088 0.217D-01
   27   28    477.050 0.676D+00    14.155 0.897D-02    27.403 0.181D-01
   27   29    486.521 0.598D+00     9.471 0.891D-02    23.626 0.172D-01
   27   30    498.140 0.544D+00    11.618 0.807D-02    21.089 0.166D-01
   27   31    506.566 0.513D+00     8.427 0.715D-02    20.045 0.148D-01
   27   32    516.996 0.486D+00    10.429 0.701D-02    18.856 0.139D-01
   27   33    524.533 0.458D+00     7.536 0.720D-02    17.966 0.140D-01
   27   34    533.943 0.432D+00     9.410 0.734D-02    16.947 0.144D-01
   27   35    540.708 0.414D+00     6.765 0.735D-02    16.175 0.146D-01
   27   36    549.211 0.411D+00     8.503 0.723D-02    15.268 0.145D-01
   27   37    555.308 0.422D+00     6.098 0.699D-02    14.601 0.141D-01
   27   38    563.047 0.442D+00     7.739 0.659D-02    13.836 0.135D-01
   27   39    568.595 0.465D+00     5.548 0.608D-02    13.287 0.126D-01
   27   40    575.800 0.481D+00     7.205 0.558D-02    12.754 0.115D-01
   27   41    580.240 0.486D+00     4.440 0.537D-02    11.645 0.107D-01
   27   42    586.301 0.480D+00     6.062 0.576D-02    10.501 0.109D-01
   27   43    590.241 0.467D+00     3.940 0.676D-02    10.001 0.123D-01
   27   44    595.997 0.458D+00     5.755 0.807D-02     9.695 0.147D-01
   27   45    599.766 0.466D+00     3.769 0.935D-02     9.525 0.173D-01
   27   46    604.951 0.501D+00     5.184 0.104D-01     8.953 0.196D-01
   27   47    608.655 0.563D+00     3.703 0.112D-01     8.887 0.215D-01
   27   48    613.709 0.645D+00     5.053 0.122D-01     8.756 0.232D-01
   27   49    617.128 0.746D+00     3.418 0.138D-01     8.471 0.257D-01
   27   50    621.897 0.868D+00     4.766 0.160D-01     8.185 0.295D-01
   27   51    623.259 0.102D+01     1.360 0.186D-01     6.127 0.344D-01
   27   52    625.418 0.120D+01     2.157 0.204D-01     3.517 0.388D-01
   27   53    626.315 0.139D+01     0.896 0.206D-01     3.053 0.408D-01
   27   54    628.416 0.156D+01     2.100 0.193D-01     2.996 0.395D-01
   27   55    628.909 0.169D+01     0.493 0.189D-01     2.593 0.374D-01
   27   56    630.039 0.182D+01     1.130 0.214D-01     1.622 0.395D-01
   27   57    630.085 0.197D+01     0.047 0.251D-01     1.176 0.462D-01
   27   58    630.684 0.217D+01     0.598 0.281D-01     0.645 0.531D-01
   27   59    630.320 0.242D+01    -0.364 0.300D-01     0.235 0.579D-01
   27   60    630.467 0.270D+01     0.146 0.314D-01    -0.218 0.612D-01
   27   61    629.788 0.301D+01    -0.681 0.326D-01    -0.535 0.638D-01
   27   62    629.581 0.333D+01    -0.207 0.333D-01    -0.888 0.657D-01
   27   63    628.665 0.364D+01    -0.918 0.333D-01    -1.125 0.664D-01
   27   64    628.180 0.392D+01    -0.486 0.321D-01    -1.404 0.652D-01
   27   65    627.083 0.417D+01    -1.097 0.300D-01    -1.583 0.619D-01
   27   66    626.359 0.437D+01    -0.725 0.272D-01    -1.822 0.568D-01
   27   67    625.097 0.450D+01    -1.263 0.246D-01    -1.987 0.512D-01
   27   68    624.133 0.456D+01    -0.963 0.234D-01    -2.225 0.472D-01
   27   69    622.696 0.455D+01    -1.437 0.244D-01    -2.400 0.470D-01
   27   70    621.439 0.449D+01    -1.257 0.276D-01    -2.694 0.513D-01
   27   71    619.748 0.438D+01    -1.690 0.321D-01    -2.947 0.592D-01
   27   72    618.422 0.424D+01    -1.327 0.374D-01    -3.017 0.691D-01
   27   73    616.548 0.410D+01    -1.874 0.429D-01    -3.201 0.800D-01
   27   74    614.980 0.400D+01    -1.570 0.484D-01    -3.444 0.911D-01
   27   75    613.182 0.395D+01    -1.800 0.531D-01    -3.370 0.101D+00
   27   76    611.612 0.397D+01    -1.572 0.562D-01    -3.372 0.109D+00
   27   77    609.664 0.406D+01    -1.951 0.567D-01    -3.522 0.113D+00
   27   78    607.913 0.420D+01    -1.753 0.542D-01    -3.704 0.111D+00
   27   79    606.098 0.436D+01    -1.816 0.493D-01    -3.570 0.103D+00
   27   80    604.462 0.452D+01    -1.636 0.432D-01    -3.452 0.920D-01
   27   81    602.620 0.465D+01    -1.842 0.384D-01    -3.478 0.809D-01
   27   82    600.985 0.476D+01    -1.633 0.373D-01    -3.475 0.748D-01
   27   83    596.521 0.486D+01    -4.461 0.400D-01    -6.094 0.766D-01
   27   84    591.830 0.497D+01    -4.687 0.446D-01    -9.148 0.842D-01
   28   13    173.890 0.216D+01     0.000 0.000D+00     0.000 0.000D+00
   28   14    203.992 0.200D+01    30.102 0.121D-01     0.000 0.000D+00
   28   15    230.505 0.185D+01    26.513 0.110D-01    56.615 0.229D-01
   28   16    257.619 0.169D+01    27.114 0.103D-01    53.628 0.211D-01
   28   17    280.834 0.153D+01    23.215 0.101D-01    50.329 0.202D-01
   28   18    305.239 0.136D+01    24.405 0.104D-01    47.620 0.203D-01
   28   19    326.004 0.120D+01    20.764 0.107D-01    45.169 0.209D-01
   28   20    348.596 0.106D+01    22.592 0.108D-01    43.357 0.214D-01
   28   21    366.374 0.932D+00    17.777 0.107D-01    40.369 0.214D-01
   28   22    386.281 0.829D+00    19.906 0.109D-01    37.683 0.214D-01
   28   23    402.719 0.763D+00    16.438 0.121D-01    36.344 0.227D-01
   28   24    421.493 0.748D+00    18.773 0.136D-01    35.211 0.254D-01
   28   25    436.347 0.753D+00    14.853 0.134D-01    33.627 0.266D-01
   28   26    453.785 0.711D+00    17.438 0.120D-01    32.291 0.246D-01
   28   27    467.664 0.623D+00    13.879 0.117D-01    31.317 0.228D-01
   28   28    484.132 0.559D+00    16.468 0.108D-01    30.346 0.221D-01
   28   29    494.256 0.541D+00    10.124 0.858D-02    26.591 0.190D-01
   28   30    506.638 0.539D+00    12.382 0.696D-02    22.506 0.150D-01
   28   31    515.644 0.531D+00     9.006 0.691D-02    21.388 0.134D-01
   28   32    526.869 0.518D+00    11.225 0.742D-02    20.230 0.141D-01
   28   33    534.910 0.502D+00     8.041 0.773D-02    19.265 0.150D-01
   28   34    545.135 0.486D+00    10.225 0.778D-02    18.266 0.154D-01
   28   35    552.345 0.472D+00     7.210 0.767D-02    17.435 0.153D-01
   28   36    561.692 0.463D+00     9.347 0.743D-02    16.556 0.150D-01
   28   37    568.179 0.459D+00     6.487 0.709D-02    15.834 0.144D-01
   28   38    576.773 0.459D+00     8.594 0.671D-02    15.081 0.136D-01
   28   39    582.640 0.462D+00     5.867 0.637D-02    14.461 0.129D-01
   28   40    590.699 0.462D+00     8.059 0.618D-02    13.927 0.124D-01
   28   41    595.399 0.458D+00     4.700 0.625D-02    12.759 0.122D-01
   28   42    602.317 0.450D+00     6.919 0.657D-02    11.618 0.126D-01
   28   43    606.783 0.442D+00     4.466 0.708D-02    11.384 0.135D-01
   28   44    613.415 0.437D+00     6.632 0.765D-02    11.098 0.146D-01
   28   45    617.023 0.442D+00     3.608 0.819D-02    10.239 0.157D-01
   28   46    623.418 0.458D+00     6.395 0.867D-02    10.003 0.167D-01
   28   47    626.908 0.486D+00     3.489 0.926D-02     9.884 0.177D-01
   28   48    633.212 0.526D+00     6.303 0.104D-01     9.792 0.193D-01
   28   49    636.339 0.583D+00     3.126 0.122D-01     9.429 0.223D-01
   28   50    642.401 0.670D+00     6.061 0.147D-01     9.186 0.268D-01
   28   51    643.463 0.796D+00     1.060 0.171D-01     7.120 0.317D-01
   28   52    647.013 0.954D+00     3.549 0.184D-01     4.609 0.354D-01
   28   53    647.567 0.111D+01     0.553 0.180D-01     4.102 0.362D-01
   28   54    650.614 0.125D+01     3.046 0.169D-01     3.599 0.343D-01
   28   55    651.128 0.136D+01     0.514 0.177D-01     3.560 0.337D-01
   28   56    653.234 0.148D+01     2.107 0.211D-01     2.621 0.383D-01
   28   57    653.258 0.163D+01     0.025 0.248D-01     2.131 0.458D-01
   28   58    654.830 0.184D+01     1.572 0.273D-01     1.596 0.520D-01
   28   59    654.419 0.209D+01    -0.412 0.290D-01     1.160 0.562D-01
   28   60    655.558 0.237D+01     1.138 0.305D-01     0.727 0.592D-01
   28   61    654.811 0.267D+01    -0.748 0.319D-01     0.390 0.621D-01
   28   62    655.618 0.298D+01     0.806 0.330D-01     0.057 0.647D-01
   28   63    654.604 0.328D+01    -1.014 0.335D-01    -0.209 0.664D-01
   28   64    655.154 0.358D+01     0.548 0.331D-01    -0.466 0.666D-01
   28   65    653.943 0.385D+01    -1.211 0.317D-01    -0.663 0.647D-01
   28   66    654.258 0.409D+01     0.314 0.293D-01    -0.898 0.608D-01
   28   67    652.869 0.427D+01    -1.390 0.264D-01    -1.076 0.553D-01
   28   68    652.954 0.439D+01     0.084 0.239D-01    -1.305 0.498D-01
   28   69    651.369 0.444D+01    -1.585 0.233D-01    -1.501 0.464D-01
   28   70    651.188 0.443D+01    -0.181 0.253D-01    -1.766 0.477D-01
   28   71    649.316 0.437D+01    -1.872 0.296D-01    -2.053 0.543D-01
   28   72    649.048 0.428D+01    -0.269 0.352D-01    -2.141 0.644D-01
   28   73    646.972 0.418D+01    -2.078 0.410D-01    -2.346 0.760D-01
   28   74    646.446 0.411D+01    -0.527 0.462D-01    -2.605 0.871D-01
   28   75    644.395 0.408D+01    -2.053 0.498D-01    -2.580 0.959D-01
   28   76    643.867 0.411D+01    -0.530 0.510D-01    -2.583 0.101D+00
   28   77    641.614 0.418D+01    -2.255 0.492D-01    -2.786 0.100D+00
   28   78    640.881 0.428D+01    -0.734 0.444D-01    -2.989 0.934D-01
   28   79    638.720 0.436D+01    -2.162 0.374D-01    -2.896 0.815D-01
   28   80    638.072 0.441D+01    -0.648 0.306D-01    -2.810 0.674D-01
   28   81    635.840 0.442D+01    -2.230 0.270D-01    -2.878 0.564D-01
   28   82    635.168 0.438D+01    -0.670 0.283D-01    -2.900 0.541D-01
   28   83    630.307 0.433D+01    -4.858 0.326D-01    -5.527 0.603D-01
   28   84    626.596 0.429D+01    -3.707 0.370D-01    -8.565 0.693D-01
   29   19    320.268 0.160D+01     0.000 0.000D+00     0.000 0.000D+00
   29   20    343.239 0.142D+01    22.971 0.122D-01     0.000 0.000D+00
   29   21    362.069 0.126D+01    18.830 0.138D-01    41.801 0.259D-01
   29   22    382.429 0.114D+01    20.359 0.157D-01    39.189 0.293D-01
   29   23    399.784 0.105D+01    17.354 0.167D-01    37.713 0.322D-01
   29   24    419.043 0.951D+00    19.259 0.158D-01    36.613 0.321D-01
   29   25    434.747 0.792D+00    15.704 0.152D-01    34.963 0.300D-01
   29   26    452.774 0.614D+00    18.027 0.155D-01    33.731 0.299D-01
   29   27    467.489 0.513D+00    14.714 0.138D-01    32.741 0.289D-01
   29   28    484.587 0.496D+00    17.098 0.105D-01    31.812 0.239D-01
   29   29    496.983 0.502D+00    12.396 0.792D-02    29.494 0.178D-01
   29   30    510.007 0.503D+00    13.024 0.723D-02    25.420 0.146D-01
   29   31    519.641 0.500D+00     9.634 0.753D-02    22.658 0.144D-01
   29   32    531.456 0.500D+00    11.814 0.787D-02    21.448 0.152D-01
   29   33    540.192 0.503D+00     8.736 0.797D-02    20.550 0.157D-01
   29   34    550.971 0.508D+00    10.778 0.785D-02    19.514 0.157D-01
   29   35    558.932 0.510D+00     7.961 0.765D-02    18.739 0.153D-01
   29   36    568.805 0.507D+00     9.874 0.745D-02    17.834 0.149D-01
   29   37    576.092 0.501D+00     7.287 0.724D-02    17.161 0.145D-01
   29   38    585.165 0.491D+00     9.073 0.700D-02    16.360 0.141D-01
   29   39    591.858 0.479D+00     6.693 0.677D-02    15.766 0.136D-01
   29   40    600.348 0.465D+00     8.489 0.670D-02    15.182 0.132D-01
   29   41    605.880 0.450D+00     5.533 0.691D-02    14.022 0.134D-01
   29   42    613.175 0.435D+00     7.295 0.735D-02    12.828 0.141D-01
   29   43    618.473 0.426D+00     5.298 0.783D-02    12.593 0.150D-01
   29   44    625.413 0.424D+00     6.940 0.815D-02    12.238 0.158D-01
   29   45    629.899 0.432D+00     4.485 0.817D-02    11.426 0.162D-01
   29   46    636.234 0.445D+00     6.335 0.802D-02    10.820 0.160D-01
   29   47    640.906 0.458D+00     4.672 0.809D-02    11.007 0.158D-01
   29   48    647.070 0.469D+00     6.163 0.901D-02    10.835 0.167D-01
   29   49    651.433 0.490D+00     4.362 0.110D-01    10.525 0.197D-01
   29   50    657.299 0.540D+00     5.865 0.136D-01    10.227 0.243D-01
   29   51    659.601 0.635D+00     2.300 0.157D-01     8.165 0.291D-01
   29   52    662.872 0.762D+00     3.270 0.164D-01     5.569 0.319D-01
   29   53    664.721 0.886D+00     1.848 0.156D-01     5.118 0.317D-01
   29   54    667.440 0.985D+00     2.719 0.150D-01     4.567 0.299D-01
   29   55    668.822 0.107D+01     1.383 0.171D-01     4.102 0.313D-01
   29   56    671.406 0.117D+01     2.584 0.210D-01     3.967 0.377D-01
   29   57    672.330 0.133D+01     0.925 0.243D-01     3.509 0.451D-01
   29   58    673.939 0.154D+01     1.609 0.265D-01     2.534 0.506D-01
   29   59    674.434 0.178D+01     0.495 0.279D-01     2.104 0.542D-01
   29   60    675.591 0.205D+01     1.155 0.293D-01     1.651 0.571D-01
   29   61    675.770 0.233D+01     0.178 0.308D-01     1.334 0.600D-01
   29   62    676.572 0.263D+01     0.801 0.321D-01     0.980 0.628D-01
   29   63    676.513 0.292D+01    -0.060 0.331D-01     0.741 0.651D-01
   29   64    677.036 0.322D+01     0.521 0.333D-01     0.461 0.663D-01
   29   65    676.778 0.350D+01    -0.259 0.328D-01     0.262 0.660D-01
   29   66    677.046 0.375D+01     0.267 0.315D-01     0.008 0.642D-01
   29   67    676.632 0.397D+01    -0.415 0.298D-01    -0.148 0.611D-01
   29   68    676.656 0.415D+01     0.023 0.281D-01    -0.392 0.576D-01
   29   69    676.055 0.427D+01    -0.602 0.274D-01    -0.579 0.550D-01
   29   70    675.794 0.434D+01    -0.262 0.286D-01    -0.864 0.554D-01
   29   71    674.927 0.436D+01    -0.868 0.318D-01    -1.130 0.598D-01
   29   72    674.558 0.435D+01    -0.370 0.365D-01    -1.238 0.679D-01
   29   73    673.494 0.434D+01    -1.066 0.416D-01    -1.436 0.778D-01
   29   74    672.843 0.434D+01    -0.653 0.458D-01    -1.718 0.872D-01
   29   75    671.798 0.436D+01    -1.047 0.481D-01    -1.700 0.938D-01
   29   76    671.106 0.441D+01    -0.693 0.477D-01    -1.740 0.957D-01
   29   77    669.860 0.448D+01    -1.248 0.444D-01    -1.941 0.920D-01
   29   78    668.927 0.454D+01    -0.935 0.386D-01    -2.182 0.827D-01
   29   79    667.756 0.456D+01    -1.171 0.320D-01    -2.106 0.701D-01
   29   80    666.890 0.455D+01    -0.865 0.275D-01    -2.036 0.585D-01
   29   81    665.642 0.448D+01    -1.246 0.275D-01    -2.111 0.537D-01
